,,EAV-1 Min,BAV,#bard_lab_345_347/eav-1_min
,,EAV-1 Setpoint,BAV,#bard_lab_345_347/eav-1_setpt
,,EAV-2C Setpt,BAV,#bard_lab_345_347/eav2c_setpt
,,EAV-2 Setpoint,BAV,#bard_lab_345_347/eav-2_setpt
,,EI Weighting,BAV,#bard_lab_345_347/ei_weight
,,Environmental Index Count,BAV,#bard_lab_345_347/item_count
,,FH-1 Flow,BAV,#bard_lab_345_347/fh-1_flow_av
,,FH-1 Sash Position,BAV,#bard_lab_345_347/fh-1_sash_pct
,,Flow Differential,BAV,#bard_lab_345_347/differential
,,Heating Percent,BAV,#bard_lab_345_347/heating_percent_av
,,Heating Run Request,BAV,#bard_lab_345_347/ht_run_for
,,Heating Setpoint,BAV,#bard_lab_345_347/heating_setpoint_av
,,Heat Request,BAV,#bard_lab_345_347/heat_request
,,Heat Request,BAV,#bard_lab_345_347/rcp_heat_request
,,Max Cooling Flow,BAV,#bard_lab_345_347/exh_max_flow
,,Metric,BAV,#bard_lab_345_347/metric_conv
,,Minimum Occupied Flow,BAV,#bard_lab_345_347/sup_occ_min_flow
,,Minimum Occupied Flow,BAV,#bard_lab_345_347/sup_unocc_min_flow
,,OA Humidity,BAV,#bard_lab_345_347/oa_humidity
,,OA Temperature,BAV,#bard_lab_345_347/oa_temperature
,,Offset Flow Stpt Deviation,BAV,#bard_lab_345_347/offset_flo_stpt_dev
,,point name,BAV,#bard_lab_345_347/m339
,,point name,BAV,#bard_lab_345_347/m769
,,Reheat Heating % High Limit,BAV,#bard_lab_345_347/rhw_htg_percent_hi
,,Reheat Heating % Low Limit,BAV,#bard_lab_345_347/rhw_htg_percent_low
,,Room Square Footage,BAV,#bard_lab_345_347/room_sqf
,,Run Request,BAV,#bard_lab_345_347/sys_run_req
,,SAV-1 Flow Setpoint,BAV,#bard_lab_345_347/sav-1_flow_setpt_av
,,SAV-1 Flow Stpt Deviation,BAV,#bard_lab_345_347/sav-1_flo_stpt_dev
,,SAV-1 Max,BAV,#bard_lab_345_347/sav-1_max
,,SAV-1 Min,BAV,#bard_lab_345_347/sav-1_min
,,SAV-1 Setpoint,BAV,#bard_lab_345_347/sav-1_setpt
,,SAV-1 Supply Air Temp Setpoint,BAV,#bard_lab_345_347/sav-1_sat_stpt_av
,,steam_load_shed,BAV,#bard_lab_345_347/m361
,,Supply Air Valve 1 Flow,BAV,#bard_lab_345_347/sav-1_flow_av
,,Total Exhaust Flow,BAV,#bard_lab_345_347/teflow
,,Total Exhaust Setpoint,BAV,#bard_lab_345_347/tex_setpt
,,Total Supply-Exhaust Flow Offset,BAV,#bard_lab_345_347/flow_offset
,,Total Supply Flow,BAV,#bard_lab_345_347/tsflow
,,Zone EI Time Satisfied,BAV,#bard_lab_345_347/zn_ei_time_sat
,,Zone EI Total Weight,BAV,#bard_lab_345_347/total_weight
,,Zone Environmental Index,BAV,#bard_lab_345_347/zn_enviro_indx
,,Zone Temp,BAV,#bard_lab_345_347/zone_temp_av
,,Zone Weighted Environmental Index,BAV,#bard_lab_345_347/enviro_windx
,,Cool DP Request1,BBV,#bard_lab_345_347/cool_dp_request1
,,EM Power DAT Alarm Enable,BBV,#bard_lab_345_347/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#bard_lab_345_347/em_flow_enbl
,,EM Power Phoenix Alarm Enable,BBV,#bard_lab_345_347/em_phx_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#bard_lab_345_347/em_zone_enbl
,,Energy Saving,BBV,#bard_lab_345_347/energy_saving
,,Exhaust Air Valve 1,BBV,#bard_lab_345_347/eav-1_id
,,Exhaust Air Valve 1 Flow,BBV,#bard_lab_345_347/eav-1_flow_alarm_bv
,,Fan 1 Status,BBV,#bard_lab_345_347/fan_1_status
,,Fan 2 Status,BBV,#bard_lab_345_347/fan_2_status
,,FH-1 DCx,BBV,#bard_lab_345_347/fh1_dcx
,,FH-1 Mode,BBV,#bard_lab_345_347/fh-1_occ_bv
,,Fumehood 1,BBV,#bard_lab_345_347/fh-1_id
,,General Maintenance,BBV,#bard_lab_345_347/general_maintenance
,,General Zone Alarm,BBV,#bard_lab_345_347/general_zone_alarm
,,Local Occupied,BBV,#bard_lab_345_347/local_occupied_bv
,,Occupancy,BBV,#bard_lab_345_347/occ_status
,,Occupied,BBV,#bard_lab_345_347/occupied_bv
,,point name,BBV,#bard_lab_345_347/m457
,,point name,BBV,#bard_lab_345_347/m767
,,SAV-1 FLOW ON BV,BBV,#bard_lab_345_347/sav-1_flow_on_bv
,,schedule,BBV,#bard_lab_345_347/schedule
,,Scheduled Occupied,BBV,#bard_lab_345_347/scheduled_occupied_bv
,,Supply Air Valve 1,BBV,#bard_lab_345_347/sav-1_id
,,Supply Air Valve 1 Flow,BBV,#bard_lab_345_347/sav-1_flow_alarm_bv
,,Vacancy,BBV,#bard_lab_345_347/vacancy
,,point name,BMSV,#bard_lab_345_347/m381
,,Zone Mode Status Display,BMSV,#bard_lab_345_347/zone_mode_status_display
,,DAT_ERROR_ALRM,BALM,#bard_lab_345_347/dat_error_alrm2
,,DAT_ERROR_ALRM1,BALM,#bard_lab_345_347/dat_error_alrm1
,,EAV-1_FEEDBACK,BALM,#bard_lab_345_347/eav-1_feedback_alm
,,FAN_1_FAIL,BALM,#bard_lab_345_347/fan_1_fail
,,FAN_1_HAND,BALM,#bard_lab_345_347/fan_1_hand
,,FAN_2_FAIL,BALM,#bard_lab_345_347/fan_2_fail
,,FAN_2_HAND,BALM,#bard_lab_345_347/fan_2_hand
,,FUMEHOOD-1_SASH,BALM,#bard_lab_345_347/fh-1_sash_alarm
,,FUMEHOOD-1 FLOW,BALM,#bard_lab_345_347/fh-1_flow_alarm
,,SAV-1_FEEDBACK,BALM,#bard_lab_345_347/sav-1_feedback
,,SAV-1_SAT_ERROR_ALRM,BALM,#bard_lab_345_347/sav-1_sat_error_alrm
,,SAV-1 Temp Alarm,BALM,#bard_lab_345_347/sav-1_temp_alarm
,,SUPPLY_FLOW,BALM,#bard_lab_345_347/supply_flow
,,Zone Temp Alarm,BALM,#bard_lab_345_347/ztmp_alrm
,,ZS Alarm,BALM,#bard_lab_345_347/zs_alrm
,,AHU Fan Status,BNI2,#bard_lab_345_347/ahu_status
,,AHU Static Pressure,ANI,#bard_lab_345_347/ahu_static
,,Chilled Water,ANI,#bard_lab_345_347/chilled_load_shed
,,CHW System Status,BNI2,#bard_lab_345_347/chw_system_status
,,EAHU Fan Status,BNI2,#bard_lab_345_347/eahu_status
,,EAHU Suction Pressure,ANI,#bard_lab_345_347/eahu_suction
,,Emergency Power,BNI,#bard_lab_345_347/em_power
,,Entering Air Temp,ANI,#bard_lab_345_347/ahu_dat
,,HW System Status,BNI2,#bard_lab_345_347/hw_system_status
,,OA Humidity,ANI,#bard_lab_345_347/oah
,,OA Temp,ANI,#bard_lab_345_347/oat
,,Setpt Adjust,ANI,#bard_lab_345_347/setpt_adj
,,Steam,ANI,#bard_lab_345_347/steam_load_shed
,,SAV-1 Reheat Valve BACnet PID,BPID,#bard_lab_345_347/sav-1_reheat_valve_bacnet_pid
,,SAV-1 Reheat Valve BACnet PID / Setpoint,BAV,#bard_lab_345_347/sav-1_reheat_valve_bacnet_pid/setpt
,,SAV-1 Reheat Valve BACnet PID / Input,BAV,#bard_lab_345_347/sav-1_reheat_valve_bacnet_pid/input
,,SAV-1 Reheat Valve BACnet PID / PID out,BAV,#bard_lab_345_347/sav-1_reheat_valve_bacnet_pid/pidout
,Lab 350,,,
,,Setpoint,BSPTCS,#bard_lab_350/setpt
,,Setpoint / Cooling Occupied Setpoint,BAV,#bard_lab_350/setpt/occupied_cool_setpoint
,,Setpoint / Heating Occupied Setpoint,BAV,#bard_lab_350/setpt/occupied_heat_setpoint
,,Setpoint / Cooling Unoccupied Setpoint,BAV,#bard_lab_350/setpt/unoccupied_cool_setpoint
,,Setpoint / Heating Unoccupied Setpoint,BAV,#bard_lab_350/setpt/unoccupied_heat_setpoint
,,Setpoint / Cooling Setpoint Adjust,BAV,#bard_lab_350/setpt/cool_setpoint_adjust
,,Setpoint / Heating Setpoint Adjust,BAV,#bard_lab_350/setpt/heat_setpoint_adjust
,,Setpoint / Effective Cooling Setpoint,BAV,#bard_lab_350/setpt/effective_cool_setpoint
,,Setpoint / Effective Heating Setpoint,BAV,#bard_lab_350/setpt/effective_heat_setpoint
,,Fume Hood EAV-350-1 Flow Feedback,BAI,#bard_lab_350/fh-1_flow_fbk
,,Fume Hood EAV-350-1 Sash Position Input,BAI,#bard_lab_350/fh-1_sash_pos
,,Fume Hood EAV-350-2 Flow Feedback,BAI,#bard_lab_350/fh-2_flow_fbk
,,Fume Hood EAV-350-2 Sash Position Input,BAI,#bard_lab_350/fh-2_sash_pos
,,Fume Hood EAV-350-3 Flow Feedback,BAI,#bard_lab_350/fh-3_flow_fbk
,,Fume Hood EAV-350-3 Sash Position Input,BAI,#bard_lab_350/fh-3_sash_pos
,,Fume Hood EAV-350-4 Flow Feedback,BAI,#bard_lab_350/fh-4_flow_fbk
,,Fume Hood EAV-350-4 Sash Position Input,BAI,#bard_lab_350/fh-4_sash_pos
,,SAV-1 Damper Position,BAI,#bard_lab_350/sav1_dmpr_pos
,,SAV-1 Flow Feedback,BAI,#bard_lab_350/sav-1_flow_fbk
,,SAV-1 Supply Air Temp,BAI,#bard_lab_350/sav-1_sa_temperature
,,SAV-2 Damper Position,BAI,#bard_lab_350/sav2_dmpr_pos
,,SAV-2 Flow Feedback,BAI,#bard_lab_350/sav-2_flow_fbk
,,Zone Temp,ASVI,#bard_lab_350/zone_temp
,,EM Shutdown,BBI,#bard_lab_350/em_shutdown
,,Fume Hood EAV-350-1 Flow Alarm,BBI,#bard_lab_350/fh-1_flow_alm
,,Fume Hood EAV-350-2 Flow Alarm,BBI,#bard_lab_350/fh-2_flow_alm
,,Fume Hood EAV-350-3 Flow Alarm,BBI,#bard_lab_350/fh-3_flow_alm
,,Fume Hood EAV-350-4 Flow Alarm,BBI,#bard_lab_350/fh-4_flow_alm
,,Occupancy Sensor,BBI,#bard_lab_350/occ_sensor
,,FTR Valve,BAO,#bard_lab_350/ftr_valve
,,SAV-1 Flow Setpoint,BAO,#bard_lab_350/sav-1_flowsp
,,SAV-1 Reheat Valve,BAO,#bard_lab_350/sav-1_reheat_valve
,,SAV-2 Flow Setpoint,BAO,#bard_lab_350/sav-2_flowsp
,,FH EAV-350-1 Decommission,BBO,#bard_lab_350/fh1_decommision
,,FH EAV-350-2 Decommission,BBO,#bard_lab_350/fh2_decommision
,,FH EAV-350-3 Decommission,BBO,#bard_lab_350/fh3_decommision
,,FH EAV-350-4 Decommission,BBO,#bard_lab_350/fh4_decommision
,,Fume Hood EAV-350-1 Setback,BBO,#bard_lab_350/fh-1_setback
,,Fume Hood EAV-350-2 Setback,BBO,#bard_lab_350/fh-2_setback
,,Fume Hood EAV-350-3 Setback,BBO,#bard_lab_350/fh-3_setback
,,Fume Hood EAV-350-4 Setback,BBO,#bard_lab_350/fh-4_setback
,,% Furniture,BAV,#bard_lab_350/furniture_percent
,,Active Zone,BAV,#bard_lab_350/active_zones
,,Air Changes per Hour,BAV,#bard_lab_350/ach_av
,,Ceiling Height,BAV,#bard_lab_350/clg_ht
,,chw_load_shed,BAV,#bard_lab_350/m344
,,Color,BAV,#bard_lab_350/color_av
,,Cooling Percent,BAV,#bard_lab_350/cooling_percent_av
,,Cooling Setpoint,BAV,#bard_lab_350/cooling_setpoint_av
,,Cool Request,BAV,#bard_lab_350/cool_request
,,Corrected Setpoint Adjust,BAV,#bard_lab_350/corrected_sp_adj
,,Cubic ft of Furniture,BAV,#bard_lab_350/furniture_ft3
,,EI Weighting,BAV,#bard_lab_350/ei_weight
,,Environmental Index Count,BAV,#bard_lab_350/item_count
,,FH-1 Flow,BAV,#bard_lab_350/fh-1_flow_av
,,FH-1 Sash Position,BAV,#bard_lab_350/fh-1_sash_av
,,FH-2 Flow,BAV,#bard_lab_350/fh-2_flow_av
,,FH-2 Sash Position,BAV,#bard_lab_350/fh-2_sash_av
,,FH-3 Flow,BAV,#bard_lab_350/fh-3_flow_av
,,FH-3 Sash Position,BAV,#bard_lab_350/fh-3_sash_av
,,FH-4 Flow,BAV,#bard_lab_350/fh-4_flow_av
,,FH-4 Sash Position,BAV,#bard_lab_350/fh-4_sash_av
,,Flow Differential,BAV,#bard_lab_350/differential_av
,,Heating Percent,BAV,#bard_lab_350/heating_percent_av
,,Heating Run Request,BAV,#bard_lab_350/ht_run_for
,,Heating Setpoint,BAV,#bard_lab_350/heating_setpoint_av
,,Heat Request,BAV,#bard_lab_350/heat_request
,,Heat Request,BAV,#bard_lab_350/rcp_heat_request
,,Max Cooling Flow,BAV,#bard_lab_350/exh_max_flow
,,Metric,BAV,#bard_lab_350/metric_conv
,,Minimum Occupied Flow,BAV,#bard_lab_350/sup_occ_min_flow
,,Minimum Occupied Flow,BAV,#bard_lab_350/sup_unocc_min_flow
,,OA Humidity,BAV,#bard_lab_350/oa_humidity
,,OA Temperature,BAV,#bard_lab_350/oa_temperature
,,Offset Flow Stpt Deviation,BAV,#bard_lab_350/offset_flo_stpt_dev
,,point name,BAV,#bard_lab_350/m339
,,point name,BAV,#bard_lab_350/m769
,,Reheat Heating % High Limit,BAV,#bard_lab_350/rhw_htg_percent_hi
,,Reheat Heating % Low Limit,BAV,#bard_lab_350/rhw_htg_percent_low
,,Room Square Footage,BAV,#bard_lab_350/room_sqf
,,Run Request,BAV,#bard_lab_350/sys_run_req
,,SAV-1 Flow Setpoint,BAV,#bard_lab_350/sav-1_flow_setpt_av
,,SAV-1 Flow Stpt Deviation,BAV,#bard_lab_350/sav-1_flo_stpt_dev
,,SAV-1 Max,BAV,#bard_lab_350/sav-1_max
,,SAV-1 Min,BAV,#bard_lab_350/sav-1_min
,,SAV-1 Setpoint,BAV,#bard_lab_350/sav-1_setpt_av
,,SAV-1 Supply Air Temp Setpoint,BAV,#bard_lab_350/sav-1_sat_stpt_av
,,SAV-2 Flow Setpoint,BAV,#bard_lab_350/sav-2_flow_setpt_av
,,SAV-2 Flow Stpt Deviation,BAV,#bard_lab_350/sav-2_flo_stpt_dev
,,SAV-2 Max,BAV,#bard_lab_350/sav-2_max
,,SAV-2 Min,BAV,#bard_lab_350/sav-2_min
,,steam_load_shed,BAV,#bard_lab_350/m361
,,Supply Air Valve 1 Flow,BAV,#bard_lab_350/sav-1_flow_av
,,Supply Air Valve 2 Flow,BAV,#bard_lab_350/sav-2_flow_av
,,Total Exhaust Flow,BAV,#bard_lab_350/teflow_av
,,Total Exhaust Setpoint,BAV,#bard_lab_350/tex_setpt_av
,,Total Supply-Exhaust Flow Offset,BAV,#bard_lab_350/flow_offset
,,Total Supply Flow,BAV,#bard_lab_350/tsflow_av
,,Zone EI Time Satisfied,BAV,#bard_lab_350/zn_ei_time_sat
,,Zone EI Total Weight,BAV,#bard_lab_350/total_weight
,,Zone Environmental Index,BAV,#bard_lab_350/zn_enviro_indx
,,Zone Temp,BAV,#bard_lab_350/zone_temp_av
,,Zone Weighted Environmental Index,BAV,#bard_lab_350/enviro_windx
,,EAV-350-1,BBV,#bard_lab_350/fh-1_id
,,EAV-350-2,BBV,#bard_lab_350/fh-2_id
,,EAV-350-3,BBV,#bard_lab_350/fh-3_id
,,Effective Occupancy,BBV,#bard_lab_350/eff_occ
,,EM Power DAT Alarm Enable,BBV,#bard_lab_350/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#bard_lab_350/em_flow_enbl
,,EM Power Phoenix Alarm Enable,BBV,#bard_lab_350/em_phx_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#bard_lab_350/em_zone_enbl
,,Energy Saving,BBV,#bard_lab_350/energy_saving
,,FH-1 DCx,BBV,#bard_lab_350/fh1_dcx
,,FH-2 DCx,BBV,#bard_lab_350/fh2_dcx
,,FH-3 DCx,BBV,#bard_lab_350/fh3_dcx
,,FH-4 DCx,BBV,#bard_lab_350/fh4_dcx
,,EAV-350-4,BBV,#bard_lab_350/fh-4_id
,,General Maintenance,BBV,#bard_lab_350/general_maintenance
,,General Zone Alarm,BBV,#bard_lab_350/general_zone_alarm
,,Local Occupied,BBV,#bard_lab_350/local_occupied_bv
,,Occupancy,BBV,#bard_lab_350/occ_status
,,Occupied,BBV,#bard_lab_350/occupied_bv
,,point name,BBV,#bard_lab_350/m457
,,point name,BBV,#bard_lab_350/m767
,,SAV-1 FLOW ON BV,BBV,#bard_lab_350/sav-1_flow_on_bv
,,schedule,BBV,#bard_lab_350/schedule
,,Scheduled Occupied,BBV,#bard_lab_350/scheduled_occupied_bv
,,Supply Air Valve 1,BBV,#bard_lab_350/sav-1_id
,,Supply Air Valve 1 Flow,BBV,#bard_lab_350/sav-1_flow_alarm_bv
,,Supply Air Valve 2,BBV,#bard_lab_350/sav-2_id
,,Supply Air Valve 2 Flow,BBV,#bard_lab_350/sav-2_flow_alarm_bv
,,Vacancy,BBV,#bard_lab_350/vacancy
,,point name,BMSV,#bard_lab_350/m381
,,Zone Mode Status Display,BMSV,#bard_lab_350/zone_mode_status_display
,,FUMEHOOD-1_SASH,BALM,#bard_lab_350/fh-1_sash_alarm
,,FUMEHOOD-1 FLOW,BALM,#bard_lab_350/fh-1_flow_alarm
,,FUMEHOOD-2_SASH,BALM,#bard_lab_350/fh-2_sash_alarm
,,FUMEHOOD-2 FLOW,BALM,#bard_lab_350/fh-2_flow_alarm
,,FUMEHOOD-3_SASH,BALM,#bard_lab_350/fh-3_sash_alarm
,,FUMEHOOD-3 FLOW,BALM,#bard_lab_350/fh-3_flow_alarm
,,FUMEHOOD-4_SASH,BALM,#bard_lab_350/fh-4_sash_alarm
,,FUMEHOOD-4 FLOW,BALM,#bard_lab_350/fh-4_flow_alarm
,,SAV-1_FEEDBACK,BALM,#bard_lab_350/sav-1_feedback
,,SAV-1_SAT_ERROR_ALRM,BALM,#bard_lab_350/sav-1_sat_error_alrm
,,SAV-1 Temp Alarm,BALM,#bard_lab_350/sav-1_temp_alarm
,,SAV-2_FEEDBACK,BALM,#bard_lab_350/sav-2_feedback
,,SUPPLY_FLOW,BALM,#bard_lab_350/supply_flow
,,Zone Temp Alarm,BALM,#bard_lab_350/ztmp_alrm
,,ZS Alarm,BALM,#bard_lab_350/zs_alrm
,,AHU Fan Status,BNI2,#bard_lab_350/ahu_status
,,AHU Static Pressure,ANI,#bard_lab_350/ahu_static
,,Chilled Water,ANI,#bard_lab_350/chilled_load_shed
,,CHW System Status,BNI2,#bard_lab_350/chw_system_status
,,EAHU Fan Status,BNI2,#bard_lab_350/eahu_status
,,EAHU Suction Pressure,ANI,#bard_lab_350/eahu_suction
,,Emergency Power,BNI,#bard_lab_350/em_power
,,Entering Air Temp,ANI,#bard_lab_350/ahu_dat
,,HW System Status,BNI2,#bard_lab_350/hw_system_status
,,OA Humidity,ANI,#bard_lab_350/oah
,,OA Temp,ANI,#bard_lab_350/oat
,,Setpt Adjust,ANI,#bard_lab_350/setpt_adj
,,Steam,ANI,#bard_lab_350/steam_load_shed
,,SAV-1 Reheat Valve BACnet PID,BPID,#bard_lab_350/sav-1_reheat_valve_bacnet_pid
,,SAV-1 Reheat Valve BACnet PID / Setpoint,BAV,#bard_lab_350/sav-1_reheat_valve_bacnet_pid/setpt
,,SAV-1 Reheat Valve BACnet PID / Input,BAV,#bard_lab_350/sav-1_reheat_valve_bacnet_pid/input
,,SAV-1 Reheat Valve BACnet PID / PID out,BAV,#bard_lab_350/sav-1_reheat_valve_bacnet_pid/pidout
,Lab 359,,,
,,Setpoint,BSPTCS,#bard_lab_359/setpt
,,Setpoint / Cooling Occupied Setpoint,BAV,#bard_lab_359/setpt/occupied_cool_setpoint
,,Setpoint / Heating Occupied Setpoint,BAV,#bard_lab_359/setpt/occupied_heat_setpoint
,,Setpoint / Cooling Unoccupied Setpoint,BAV,#bard_lab_359/setpt/unoccupied_cool_setpoint
,,Setpoint / Heating Unoccupied Setpoint,BAV,#bard_lab_359/setpt/unoccupied_heat_setpoint
,,Setpoint / Cooling Setpoint Adjust,BAV,#bard_lab_359/setpt/cool_setpoint_adjust
,,Setpoint / Heating Setpoint Adjust,BAV,#bard_lab_359/setpt/heat_setpoint_adjust
,,Setpoint / Effective Cooling Setpoint,BAV,#bard_lab_359/setpt/effective_cool_setpoint
,,Setpoint / Effective Heating Setpoint,BAV,#bard_lab_359/setpt/effective_heat_setpoint
,,Fume Hood EAV-350-1 Flow Feedback,BAI,#bard_lab_359/fh-1_flow_fbk
,,Fume Hood EAV-350-1 Sash Position Input,BAI,#bard_lab_359/fh-1_sash_pos
,,Fume Hood EAV-350-2 Flow Feedback,BAI,#bard_lab_359/fh-2_flow_fbk
,,Fume Hood EAV-350-2 Sash Position Input,BAI,#bard_lab_359/fh-2_sash_pos
,,Fume Hood EAV-350-3 Flow Feedback,BAI,#bard_lab_359/fh-3_flow_fbk
,,Fume Hood EAV-350-3 Sash Position Input,BAI,#bard_lab_359/fh-3_sash_pos
,,Fume Hood EAV-359-4 Flow Feedback,BAI,#bard_lab_359/fh-4_flow_fbk
,,Fume Hood EAV-350-4 Sash Position Input,BAI,#bard_lab_359/fh-4_sash_pos
,,SAV-1 Damper Position,BAI,#bard_lab_359/sav1_dmpr_pos
,,SAV-1 Flow Feedback,BAI,#bard_lab_359/sav-1_flow_fbk
,,SAV-1 Supply Air Temp,BAI,#bard_lab_359/sav-1_sa_temperature
,,SAV-2 Damper Position,BAI,#bard_lab_359/sav2_dmpr_pos
,,SAV-2 Flow Feedback,BAI,#bard_lab_359/sav-2_flow_fbk
,,Zone Temp,ASVI,#bard_lab_359/zone_temp
,,EM Shutdown,BBI,#bard_lab_359/em_shutdown
,,Fume Hood EAV-350-1 Flow Alarm,BBI,#bard_lab_359/fh-1_flow_alm
,,Fume Hood EAV-350-2 Flow Alarm,BBI,#bard_lab_359/fh-2_flow_alm
,,Fume Hood EAV-350-3 Flow Alarm,BBI,#bard_lab_359/fh-3_flow_alm
,,Fume Hood EAV-350-4 Flow Alarm,BBI,#bard_lab_359/fh-4_flow_alm
,,Occupancy Sensor,BBI,#bard_lab_359/occ_sensor
,,FTR Valve,BAO,#bard_lab_359/ftr_valve
,,SAV-1 Flow Setpoint,BAO,#bard_lab_359/sav-1_flowsp
,,SAV-1 Reheat Valve,BAO,#bard_lab_359/sav-1_reheat_valve
,,SAV-2 Flow Setpoint,BAO,#bard_lab_359/sav-2_flowsp
,,FH EAV-350-1 Decommission,BBO,#bard_lab_359/fh1_decommision
,,FH EAV-350-2 Decommission,BBO,#bard_lab_359/fh2_decommision
,,FH EAV-350-3 Decommission,BBO,#bard_lab_359/fh3_decommision
,,FH EAV-350-4 Decommission,BBO,#bard_lab_359/fh4_decommision
,,Fume Hood EAV-350-1 Setback,BBO,#bard_lab_359/fh-1_setback
,,Fume Hood EAV-350-2 Setback,BBO,#bard_lab_359/fh-2_setback
,,Fume Hood EAV-350-3 Setback,BBO,#bard_lab_359/fh-3_setback
,,Fume Hood EAV-350-4 Setback,BBO,#bard_lab_359/fh-4_setback
,,% Furniture,BAV,#bard_lab_359/furniture_percent
,,Active Zone,BAV,#bard_lab_359/active_zones
,,Air Changes per Hour,BAV,#bard_lab_359/ach_av
,,Ceiling Height,BAV,#bard_lab_359/clg_ht
,,chw_load_shed,BAV,#bard_lab_359/m344
,,Color,BAV,#bard_lab_359/color_av
,,Cooling Percent,BAV,#bard_lab_359/cooling_percent_av
,,Cooling Setpoint,BAV,#bard_lab_359/cooling_setpoint_av
,,Cool Request,BAV,#bard_lab_359/cool_request
,,Corrected Setpoint Adjust,BAV,#bard_lab_359/corrected_sp_adj
,,Cubic ft of Furniture,BAV,#bard_lab_359/furniture_ft3
,,EI Weighting,BAV,#bard_lab_359/ei_weight
,,Environmental Index Count,BAV,#bard_lab_359/item_count
,,FH-1 Flow,BAV,#bard_lab_359/fh-1_flow_av
,,FH-1 Sash Position,BAV,#bard_lab_359/fh-1_sash_av
,,FH-2 Flow,BAV,#bard_lab_359/fh-2_flow_av
,,FH-2 Sash Position,BAV,#bard_lab_359/fh-2_sash_av
,,FH-3 Flow,BAV,#bard_lab_359/fh-3_flow_av
,,FH-3 Sash Position,BAV,#bard_lab_359/fh-3_sash_av
,,FH-4 Flow,BAV,#bard_lab_359/fh-4_flow_av
,,FH-4 Sash Position,BAV,#bard_lab_359/fh-4_sash_av
,,Flow Differential,BAV,#bard_lab_359/differential_av
,,Heating Percent,BAV,#bard_lab_359/heating_percent_av
,,Heating Run Request,BAV,#bard_lab_359/ht_run_for
,,Heating Setpoint,BAV,#bard_lab_359/heating_setpoint_av
,,Heat Request,BAV,#bard_lab_359/heat_request
,,Heat Request,BAV,#bard_lab_359/rcp_heat_request
,,Max Cooling Flow,BAV,#bard_lab_359/exh_max_flow
,,Metric,BAV,#bard_lab_359/metric_conv
,,Minimum Occupied Flow,BAV,#bard_lab_359/sup_occ_min_flow
,,Minimum Occupied Flow,BAV,#bard_lab_359/sup_unocc_min_flow
,,OA Humidity,BAV,#bard_lab_359/oa_humidity
,,OA Temperature,BAV,#bard_lab_359/oa_temperature
,,Offset Flow Stpt Deviation,BAV,#bard_lab_359/offset_flo_stpt_dev
,,point name,BAV,#bard_lab_359/m339
,,point name,BAV,#bard_lab_359/m769
,,Reheat Heating % High Limit,BAV,#bard_lab_359/rhw_htg_percent_hi
,,Reheat Heating % Low Limit,BAV,#bard_lab_359/rhw_htg_percent_low
,,Room Square Footage,BAV,#bard_lab_359/room_sqf
,,Run Request,BAV,#bard_lab_359/sys_run_req
,,SAV-1 Flow Setpoint,BAV,#bard_lab_359/sav-1_flow_setpt_av
,,SAV-1 Flow Stpt Deviation,BAV,#bard_lab_359/sav-1_flo_stpt_dev
,,SAV-1 Max,BAV,#bard_lab_359/sav-1_max
,,SAV-1 Min,BAV,#bard_lab_359/sav-1_min
,,SAV-1 Setpoint,BAV,#bard_lab_359/sav-1_setpt_av
,,SAV-1 Supply Air Temp Setpoint,BAV,#bard_lab_359/sav-1_sat_stpt_av
,,SAV-2 Flow Setpoint,BAV,#bard_lab_359/sav-2_flow_setpt_av
,,SAV-2 Flow Stpt Deviation,BAV,#bard_lab_359/sav-2_flo_stpt_dev
,,SAV-2 Max,BAV,#bard_lab_359/sav-2_max
,,SAV-2 Min,BAV,#bard_lab_359/sav-2_min
,,steam_load_shed,BAV,#bard_lab_359/m361
,,Supply Air Valve 1 Flow,BAV,#bard_lab_359/sav-1_flow_av
,,Supply Air Valve 2 Flow,BAV,#bard_lab_359/sav-2_flow_av
,,Total Exhaust Flow,BAV,#bard_lab_359/teflow_av
,,Total Exhaust Setpoint,BAV,#bard_lab_359/tex_setpt_av
,,Total Supply-Exhaust Flow Offset,BAV,#bard_lab_359/flow_offset
,,Total Supply Flow,BAV,#bard_lab_359/tsflow_av
,,Zone EI Time Satisfied,BAV,#bard_lab_359/zn_ei_time_sat
,,Zone EI Total Weight,BAV,#bard_lab_359/total_weight
,,Zone Environmental Index,BAV,#bard_lab_359/zn_enviro_indx
,,Zone Temp,BAV,#bard_lab_359/zone_temp_av
,,Zone Weighted Environmental Index,BAV,#bard_lab_359/enviro_windx
,,EAV-359-1,BBV,#bard_lab_359/fh-1_id
,,EAV-359-2,BBV,#bard_lab_359/fh-2_id
,,EAV-359-3,BBV,#bard_lab_359/fh-3_id
,,Effective Occupancy,BBV,#bard_lab_359/eff_occ
,,EM Power DAT Alarm Enable,BBV,#bard_lab_359/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#bard_lab_359/em_flow_enbl
,,EM Power Phoenix Alarm Enable,BBV,#bard_lab_359/em_phx_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#bard_lab_359/em_zone_enbl
